country,year,electricity_and_heat_co2_emissions,electricity_and_heat_co2_emissions_per_capita,energy_co2_emissions,energy_co2_emissions_per_capita,total_co2_emissions_excluding_lucf,total_co2_emissions_excluding_lucf_per_capita
Paraguay,2006,0.0,0.0,3.73,0.67393214,3.95,0.71368146
Paraguay,2007,0.0,0.0,3.51,0.62789035,3.72,0.6654564
Paraguay,2008,0.0,0.0,4.09,0.72451514,4.32,0.765258
Paraguay,2009,0.0,0.0,4.29,0.7522912,4.57,0.8013918
Paraguay,2010,0.0,0.0,4.79,0.83035487,5.04,0.8736928
Paraguay,2011,0.0,0.0,5.01,0.8572986,5.22,0.8932333
Paraguay,2012,0.0,0.0,4.88,0.8238613,5.18,0.87450856
Paraguay,2013,0.0,0.0,5.08,0.8458693,5.3,0.8825014
Paraguay,2014,0.0,0.0,5.37,0.88166815,5.63,0.924356
Paraguay,2015,0.0,0.0,6.02,0.97443265,6.37,1.0310857
Paraguay,2016,0.0,0.0,6.8,1.085114,7.19,1.1473484
Paraguay,2017,0.0,0.0,7.65,1.2036997,7.92,1.2461832
Paraguay,2018,0.0,0.0,8.06,1.2509047,8.36,1.2974643
Paraguay,2019,0.0,0.0,7.81,1.1960131,8.1,1.2404233
Paraguay,2020,0.0,0.0,7.31,1.1044465,7.58,1.14524
Peru,1990,3.98,0.18001635,19.85,0.8978203,20.88,0.9444074
Peru,1991,3.54,0.15675506,19.24,0.85196817,20.27,0.89757764
Peru,1992,4.03,0.17485818,20.06,0.8703858,21.03,0.91247326
Peru,1993,4.1,0.17436504,20.64,0.8777791,21.8,0.9271117
Peru,1994,3.81,0.1588608,21.07,0.8785294,22.54,0.9398222
Peru,1995,4.49,0.18364714,23.9,0.9775427,25.65,1.0491201
Peru,1996,5.44,0.21840982,26.29,1.0555136,28.06,1.1265771
Peru,1997,5.45,0.21485975,25.99,1.0246247,27.96,1.1022897
Peru,1998,4.84,0.18746446,24.98,0.96753347,26.97,1.0446109
Peru,1999,4.93,0.18779351,27.34,1.041435,29.07,1.1073341
Peru,2000,4.78,0.17933223,26.86,1.007712,28.63,1.0741175
Peru,2001,4.32,0.15991168,24.73,0.91542035,26.54,0.9824204
Peru,2002,4.89,0.17889474,25.9,0.9475202,27.73,1.0144686
Peru,2003,4.87,0.17630017,25.31,0.91625404,27.16,0.98322636
Peru,2004,6.88,0.24664879,29.11,1.0435969,31.24,1.1199576
Peru,2005,7.41,0.2632583,28.92,1.0274534,31.29,1.1116534
Peru,2006,6.95,0.24488145,28.23,0.9946767,30.84,1.0866394
Peru,2007,7.87,0.27517116,31.08,1.0866989,33.81,1.1821522
Peru,2008,9.96,0.3457591,35.35,1.227167,38.29,1.3292285
Peru,2009,11.16,0.38470387,37.84,1.3044081,41.17,1.4191988
Peru,2010,14.38,0.49196744,41.66,1.4252687,45.0,1.5395365
Peru,2011,15.96,0.5414258,45.13,1.5309867,48.43,1.6429356
Peru,2012,15.2,0.5109314,44.39,1.4921213,48.12,1.6175011
Peru,2013,13.19,0.43909863,45.49,1.5143743,49.75,1.6561908
Peru,2014,16.45,0.54193926,48.58,1.6004504,53.17,1.7516662
Peru,2015,15.66,0.5099007,50.08,1.6306401,54.55,1.7761866
Peru,2016,17.64,0.56660545,52.52,1.6869681,56.86,1.8263711
Peru,2017,14.79,0.4679567,49.98,1.581371,54.27,1.7171068
Peru,2018,13.44,0.41734016,50.27,1.5609888,54.59,1.6951339
Peru,2019,14.09,0.42924777,52.43,1.5972648,56.97,1.7355746
Peru,2020,11.72,0.35190156,42.65,1.2805974,46.58,1.3985986
Philippines,1990,10.76,0.17479195,38.08,0.6185945,40.87,0.663917
Philippines,1991,13.09,0.20764676,37.42,0.5935937,40.44,0.6415
Philippines,1992,13.83,0.21427402,40.9,0.63368094,43.8,0.6786119
Philippines,1993,12.99,0.19657001,44.12,0.66764194,47.58,0.7200001
Philippines,1994,15.48,0.22882386,47.13,0.69667107,51.27,0.7578682
Philippines,1995,18.26,0.26368052,56.87,0.8212218,61.41,0.886781
Philippines,1996,20.5,0.28895637,61.56,0.8677148,66.9,0.9429844
Philippines,1997,23.89,0.32852563,68.17,0.9374463,74.45,1.0238063
Philippines,1998,24.55,0.3295659,68.38,0.9179518,73.87,0.99165106
Philippines,1999,22.55,0.29574135,66.29,0.86938775,71.62,0.9392902
Philippines,2000,25.19,0.3231218,66.88,0.8578953,71.94,0.9228019
Philippines,2001,25.55,0.32087475,66.64,0.8369116,70.26,0.8823741
Philippines,2002,24.22,0.29796183,65.7,0.80826145,71.26,0.8766623
Philippines,2003,25.93,0.31262493,67.78,0.8171893,73.14,0.8818121
Philippines,2004,26.81,0.31687498,69.3,0.8190763,74.72,0.8831368
Philippines,2005,29.28,0.339434,69.97,0.8111406,76.19,0.88324714
Philippines,2006,25.22,0.28691098,64.43,0.73297673,69.31,0.7884932
Philippines,2007,26.94,0.3007993,68.1,0.7603724,73.25,0.8178749
Philippines,2008,29.46,0.32284108,69.87,0.7656791,75.04,0.8223352
Philippines,2009,30.09,0.32373306,70.65,0.760111,76.32,0.8211135
Philippines,2010,33.42,0.3531399,75.86,0.80159175,81.92,0.8656261
Philippines,2011,34.45,0.35759547,76.43,0.7933533,82.54,0.8567759
Philippines,2012,36.86,0.37599844,78.95,0.80534667,86.17,0.87899584
Philippines,2013,42.48,0.42607775,87.79,0.8805406,95.5,0.95787257
Philippines,2014,45.64,0.45043084,93.67,0.92444915,101.82,1.0048832
Philippines,2015,49.47,0.48014507,101.79,0.98795164,110.99,1.0772449
Philippines,2016,53.35,0.50869954,112.09,1.0687934,120.9,1.1527979
Philippines,2017,60.93,0.57083434,123.5,1.1570333,133.46,1.2503456
Philippines,2018,66.7,0.61435676,128.52,1.1837652,139.12,1.281399
Philippines,2019,72.71,0.65871966,135.27,1.2254848,145.87,1.321516
Philippines,2020,73.01,0.6507653,124.67,1.1112301,133.47,1.1896678
Poland,1990,228.86,6.0124655,344.76,9.057317,350.21,9.200496
Poland,1991,222.93,5.8408504,346.21,9.070832,351.62,9.212577
Poland,1992,214.37,5.60411,337.83,8.831629,343.37,8.976457
Poland,1993,201.27,5.2524447,338.87,8.843324,344.02,8.977721
Poland,1994,200.43,5.2228684,333.11,8.680285,339.75,8.853313
Poland,1995,185.8,4.838292,333.34,8.680282,340.0,8.85371
Poland,1996,192.56,5.0143995,349.1,9.090813,355.32,9.252786
Poland,1997,186.65,4.8611684,337.89,8.800108,344.63,8.975647
Poland,1998,180.24,4.696197,312.08,8.13132,318.41,8.29625
Poland,1999,174.74,4.5558653,302.8,7.894678,308.98,8.055804
Poland,2000,172.22,4.472732,289.66,7.5227704,295.77,7.6814528
Poland,2001,173.91,4.498115,288.67,7.466339,293.63,7.5946274
Poland,2002,167.91,4.3446565,282.65,7.3135433,287.32,7.4343796
Poland,2003,176.2,4.5622215,293.16,7.590584,297.73,7.708912
Poland,2004,174.54,4.5222254,296.78,7.6893897,301.85,7.8207507
Poland,2005,173.25,4.4911447,296.3,7.680959,301.35,7.81187
Poland,2006,178.84,4.639509,308.11,7.9930615,314.09,8.148196
Poland,2007,175.44,4.5542965,306.33,7.952106,313.38,8.135119
Poland,2008,170.44,4.424383,301.63,7.8298917,308.33,8.003814
Poland,2009,163.01,4.2279544,291.5,7.560571,297.26,7.709967
Poland,2010,168.84,4.374393,307.52,7.9673853,313.74,8.128536
Poland,2011,169.49,4.388562,303.21,7.8509407,310.59,8.042029
Poland,2012,164.54,4.259839,296.97,7.6883707,303.35,7.8535447
Poland,2013,165.0,4.2737975,292.43,7.574464,298.3,7.7265077
Poland,2014,155.38,4.027279,279.27,7.2383714,285.73,7.4058084
Poland,2015,158.08,4.1003137,282.74,7.333772,289.08,7.4982204
Poland,2016,157.79,4.0950265,293.27,7.611055,299.8,7.7805243
Poland,2017,159.33,4.1349173,305.77,7.9353137,312.77,8.116977
Poland,2018,157.4,4.086034,304.1,7.8943,311.75,8.092891
Poland,2019,145.28,3.774134,287.26,7.462539,294.95,7.662313
Poland,2020,133.8,3.4818027,271.53,7.0658736,279.22,7.2659864
Portugal,1990,16.49,1.6477894,37.89,3.7862182,41.07,4.103985
Portugal,1991,17.08,1.710323,39.5,3.955372,42.77,4.282817
Portugal,1992,20.29,2.0333219,43.64,4.3732953,46.77,4.686962
Portugal,1993,18.97,1.898499,42.6,4.263366,45.79,4.582618
Portugal,1994,18.96,1.8925743,44.01,4.3930483,47.3,4.7214537
Portugal,1995,21.89,2.1778386,47.23,4.698918,50.69,5.043154
Portugal,1996,17.69,1.753629,45.35,4.495595,48.74,4.8316493
Portugal,1997,18.85,1.860709,47.37,4.6759567,50.93,5.027369
Portugal,1998,21.19,2.0816512,52.06,5.1142406,55.6,5.4620013
Portugal,1999,26.53,2.592498,58.38,5.704864,62.21,6.0791297
Portugal,2000,24.06,2.335779,57.85,5.6161604,61.66,5.9860406
Portugal,2001,23.86,2.3004653,57.76,5.5689387,61.38,5.917961
Portugal,2002,27.08,2.5961294,61.69,5.9141517,65.6,6.288999
Portugal,2003,23.17,2.2122827,56.91,5.433794,60.52,5.7784786
Portugal,2004,24.21,2.3053799,58.12,5.5344353,62.13,5.9162846
Portugal,2005,27.99,2.6598084,61.39,5.8337135,65.47,6.221424
Portugal,2006,24.47,2.320763,56.45,5.353783,60.45,5.7331476
Portugal,2007,22.17,2.0983295,54.63,5.1705794,58.8,5.5652585
Portugal,2008,21.84,2.0640843,52.83,4.9929295,56.84,5.371912
Portugal,2009,22.73,2.1460927,53.08,5.011641,56.3,5.315663
Portugal,2010,17.47,1.6499187,47.56,4.4917073,50.94,4.8109245
Portugal,2011,19.15,1.8126196,47.05,4.4534597,49.87,4.720383
Portugal,2012,20.22,1.9216723,45.67,4.3403945,48.22,4.5827417
Portugal,2013,18.79,1.7955883,43.74,4.1798315,46.56,4.449313
Portugal,2014,17.61,1.6919061,42.84,4.115915,45.93,4.412791
Portugal,2015,21.6,2.0838487,46.93,4.5275474,49.85,4.8092527
Portugal,2016,20.81,2.0139844,46.4,4.490576,48.7,4.7131686
Portugal,2017,24.44,2.3710825,50.74,4.922616,53.27,5.1680675
Portugal,2018,20.81,2.0223846,47.21,4.588024,49.46,4.8066864
Portugal,2019,15.63,1.5189621,42.34,4.114706,44.56,4.330451
Portugal,2020,12.83,1.2458504,36.66,3.5598502,38.97,3.7841616
Qatar,1990,7.74,17.523802,12.43,28.142227,12.54,28.391273
Qatar,1991,8.93,19.562098,14.77,32.35523,14.99,32.837162
Qatar,1992,9.34,19.817568,14.45,30.659943,14.68,31.147955
Qatar,1993,9.96,20.491592,16.39,33.7206,16.61,34.17323
Qatar,1994,10.53,21.031187,18.3,36.549927,18.49,36.929405
Qatar,1995,11.04,21.431067,18.86,36.61141,19.05,36.98024
Qatar,1996,11.61,21.935583,20.67,39.053276,20.94,39.563404
Qatar,1997,12.79,23.229374,25.12,45.623287,25.39,46.113667
Qatar,1998,13.79,23.734776,26.12,44.95666,26.5,45.610703
Qatar,1999,16.02,26.120474,28.6,46.632057,29.0,47.284252
Qatar,2000,13.83,21.410425,28.2,43.656834,28.67,44.384445
Qatar,2001,14.78,21.7725,28.18,41.51211,28.65,42.20447
Qatar,2002,16.02,22.4623,32.0,44.868515,32.5,45.569584
Qatar,2003,17.93,23.953455,34.24,45.742683,34.74,46.410656
Qatar,2004,18.88,24.26888,36.58,47.020958,37.07,47.650818
Qatar,2005,20.78,24.483986,38.01,44.785194,38.54,45.409664
Qatar,2006,24.79,24.422106,43.39,42.746075,43.94,43.28791
Qatar,2007,27.17,22.05529,49.16,39.90571,50.03,40.61193
Qatar,2008,28.08,19.44212,51.92,35.948532,53.28,36.890175
Qatar,2009,30.22,18.76691,52.84,32.814148,54.31,33.72703
Qatar,2010,36.28,21.17289,59.56,34.75902,60.91,35.546875
Qatar,2011,44.43,24.626215,66.75,36.99752,68.52,37.978577
Qatar,2012,47.27,24.804924,73.52,38.57961,75.43,39.58188
Qatar,2013,47.99,23.576412,74.68,36.688614,76.54,37.60239
Qatar,2014,49.4,22.30781,80.04,36.144073,82.17,37.105927
Qatar,2015,51.1,21.163101,82.81,34.29582,85.21,35.28978
Qatar,2016,51.83,19.971678,84.73,32.64905,87.07,33.550724
Qatar,2017,52.95,19.526035,85.38,31.48504,87.47,32.255756
Qatar,2018,53.66,19.394646,85.14,30.772644,87.1,31.48106
Qatar,2019,55.06,19.613556,87.91,31.315434,89.49,31.878263
Qatar,2020,54.93,19.899363,86.22,31.234716,87.58,31.727402
Romania,1990,79.4,3.4769306,168.19,7.36505,172.63,7.559478
Romania,1991,68.2,2.9856644,139.55,6.1092296,142.76,6.249757
Romania,1992,85.29,3.7406313,123.28,5.406789,126.19,5.5344152
Romania,1993,82.07,3.6119716,114.86,5.055088,117.69,5.179639
Romania,1994,69.63,3.0765116,112.38,4.9653654,115.15,5.0877542
Romania,1995,69.67,3.0918908,117.72,5.2243056,120.87,5.3641
Romania,1996,71.58,3.1929882,121.0,5.3974795,124.2,5.5402226
Romania,1997,63.32,2.8407943,110.59,4.96152,113.6,5.096561
Romania,1998,54.99,2.4813592,96.6,4.358962,99.51,4.490272
Romania,1999,47.11,2.1375737,82.32,3.7351956,84.97,3.855437
Romania,2000,49.45,2.2559428,86.35,3.939346,89.0,4.0602407
Romania,2001,52.24,2.3965955,92.45,4.241295,95.22,4.3683734
Romania,2002,49.72,2.2961614,91.09,4.2067046,93.73,4.3286242
Romania,2003,52.53,2.4453802,95.49,4.445257,98.14,4.56862
Romania,2004,47.95,2.252306,92.34,4.337392,95.34,4.4783077
Romania,2005,47.14,2.2349427,91.51,4.3385577,94.68,4.4888496
Romania,2006,50.55,2.4175723,95.6,4.572105,99.25,4.7466674
Romania,2007,49.16,2.369816,92.67,4.467267,96.73,4.6629844
Romania,2008,48.1,2.335233,91.27,4.431117,95.41,4.632112
Romania,2009,40.63,1.9852129,77.61,3.7920842,80.7,3.943064
Romania,2010,38.74,1.9050698,74.82,3.6793323,77.6,3.8160408
Romania,2011,43.69,2.1607013,80.96,4.0039,84.05,4.156717
Romania,2012,39.77,1.9749604,78.69,3.9077103,81.84,4.064138
Romania,2013,32.18,1.6036638,69.4,3.4584918,72.09,3.5925457
Romania,2014,31.32,1.5663261,68.6,3.4307144,71.54,3.577745
Romania,2015,32.23,1.6191034,69.98,3.5155091,73.31,3.6827948
Romania,2016,30.29,1.5299665,68.4,3.4549258,71.59,3.6160548
Romania,2017,30.79,1.5630352,70.9,3.5991945,74.21,3.7672246
Romania,2018,29.82,1.5209026,71.69,3.6563885,75.19,3.8348982
Romania,2019,27.44,1.4054345,70.11,3.590926,73.94,3.7870927
Romania,2020,21.95,1.1289967,64.76,3.3309264,68.66,3.5315225
